model,year,mileage,image,color,cost
2018 Ford F-150,2018,"23,410 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/591/439/8/ccb42507.jpg?w=197&h=148&q=85&mode=1,,"$39,500"
2018 Ford F-150,2018,"15,269 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/591/439/6/151f442f.jpg?w=197&h=148&q=85&mode=1,,"$39,695"
2018 Ford F-150,2018,"19,166 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/588/590/0/603514da.jpg?w=197&h=148&q=85&mode=1,,"$39,700"
2018 Ford F-150,2018,"29,428 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/580/9/cfd5f89f.jpg?w=197&h=148&q=85&mode=1,,"$39,700"
2018 Ford F-150,2018,"18,865 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/654/607/1/ccd40fcd.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"20,707 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/588/591/0/a681d82f.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"22,793 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/3/ccce9c61.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"23,866 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/7/c62a4150.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"23,890 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/4/984f48c8.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"24,046 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/5/fce07ad9.jpg?w=197&h=148&q=85&mode=1,,"$39,800"
2018 Ford F-150,2018,"18,390 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/6/ccfdabc8.jpg?w=197&h=148&q=85&mode=1,,"$39,890"
2018 Ford F-150,2018,"11,447 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/0/40f3db7b.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"12,497 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/8/02757b24.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"13,534 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/3/b6952994.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"13,710 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/1/2c4959a9.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"16,615 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/582/0/844d0922.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"18,816 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/654/607/0/8ef100f9.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,364 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/585/9/9d094d5f.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,566 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/2/2c1d89d8.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,657 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/2/41b7c436.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,657 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/582/1/0b68cad1.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,842 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/767/068/9/c6372c8f.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"19,927 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/588/590/6/acf13218.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"20,755 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/588/590/2/c2bb44ac.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"21,750 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/8/1530acba.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"22,791 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/591/439/9/a954a24b.jpg?w=197&h=148&q=85&mode=1,,"$39,900"
2018 Ford F-150,2018,"16,688 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/654/147/2/6a3fcdee.jpg?w=197&h=148&q=85&mode=1,,"$40,690"
2018 Ford F-150,2018,"15,683 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/4/0afb626a.jpg?w=197&h=148&q=85&mode=1,,"$40,890"
2018 Ford F-150,2018,"18,232 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/5/c127fb06.jpg?w=197&h=148&q=85&mode=1,,"$40,900"
2018 Ford F-150,2018,"20,067 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/588/590/9/b516b9bc.jpg?w=197&h=148&q=85&mode=1,,"$40,900"
2018 Ford F-150,2018,"20,691 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/6/587a898d.jpg?w=197&h=148&q=85&mode=1,,"$40,900"
2018 Ford F-150,2018,"20,561 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/2/899bc4ff.jpg?w=197&h=148&q=85&mode=1,,"$40,990"
2018 Ford F-150,2018,"22,603 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/162/7/e6fbb2a8.jpg?w=197&h=148&q=85&mode=1,,"$40,990"
2018 Ford F-150,2018,"20,544 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/8/f15601f7.jpg?w=197&h=148&q=85&mode=1,,"$41,490"
2018 Ford F-150,2018,"20,077 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/9/19dc1221.jpg?w=197&h=148&q=85&mode=1,,"$41,590"
2018 Ford F-150,2018,"18,939 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/590/807/2/07b2e368.jpg?w=197&h=148&q=85&mode=1,,"$41,888"
2018 Ford F-150,2018,"13,876 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/1/16bff4c3.jpg?w=197&h=148&q=85&mode=1,,"$41,890"
2018 Ford F-150,2018,"15,668 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/614/7/23364491.jpg?w=197&h=148&q=85&mode=1,,"$42,490"
2018 Ford F-150,2018,"22,288 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/614/8/95bb81a4.jpg?w=197&h=148&q=85&mode=1,,"$42,890"
2018 Ford F-150,2018,"9,939 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/242/8/066deea1.jpg?w=197&h=148&q=85&mode=1,,"$42,995"
2018 Ford F-150,2018,"21,150 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/590/807/6/f422cc1a.jpg?w=197&h=148&q=85&mode=1,,"$43,599"
2018 Ford F-150,2018,"31,592 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/163/0/55a4b6e9.jpg?w=197&h=148&q=85&mode=1,,"$44,990"
2018 Ford F-150,2018,"28,491 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/590/807/4/0f17c829.jpg?w=197&h=148&q=85&mode=1,,"$50,250"
2018 Ford F-150,2018,"25,437 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/243/1/2f28bf8e.jpg?w=197&h=148&q=85&mode=1,,"$51,999"
2018 Ford F-150,2018,"16,049 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/243/0/4243bef4.jpg?w=197&h=148&q=85&mode=1,,"$53,000"
2018 Ford Mustang,2018,946 miles,https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/590/386/4/1ddf3552.jpg?w=197&h=148&q=85&mode=1,,"$76,880"
2017 Ford Focus,2017,"54,034 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/698/643/9/f8a2c5ef.jpg?w=197&h=148&q=85&mode=1,,"$12,995"
2017 Ford Escape,2017,"106,075 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/529/8/6ac4c560.jpg?w=197&h=148&q=85&mode=1,,"$13,974"
2017 Ford Fusion,2017,"78,763 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/654/147/4/f9d47da1.jpg?w=197&h=148&q=85&mode=1,,"$14,490"
2017 Ford Focus,2017,"12,872 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/161/7/cfffb2b3.jpg?w=197&h=148&q=85&mode=1,,"$15,490"
2017 Ford Fusion,2017,"21,235 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/244/2/a2a93c95.jpg?w=197&h=148&q=85&mode=1,,"$15,495"
2017 Ford Fusion,2017,"24,250 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/527/0/0f61bdc3.jpg?w=197&h=148&q=85&mode=1,,"$15,500"
2017 Ford Fusion,2017,"35,539 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/527/1/d2f51396.jpg?w=197&h=148&q=85&mode=1,,"$15,500"
2017 Ford Focus,2017,"22,835 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/590/806/6/42d6c6c0.jpg?w=197&h=148&q=85&mode=1,,"$15,995"
2017 Ford Fusion,2017,"53,197 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/526/9/086ee38f.jpg?w=197&h=148&q=85&mode=1,,"$16,022"
2017 Ford Fusion,2017,"41,382 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/244/1/13220efc.jpg?w=197&h=148&q=85&mode=1,,"$16,399"
2017 Ford Focus,2017,"12,565 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/698/644/0/090e6ae8.jpg?w=197&h=148&q=85&mode=1,,"$16,495"
2017 Ford Fusion,2017,"12,745 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/617/7/efe76142.jpg?w=197&h=148&q=85&mode=1,,"$17,590"
