model,year,mileage,image,color,cost
2019 Volvo XC40,2019,"16,751 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/437/260/9/b6b14444.jpg?w=197&h=148&q=85&mode=1,Red,"$35,990"
2019 Volvo XC40,2019,"29,123 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/368/587/8/f75865cf.jpg?w=197&h=148&q=85&mode=1,Black,"$35,990"
2019 Volvo XC40,2019,"6,657 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/424/219/2/f41ea838.jpg?w=197&h=148&q=85&mode=1,Black,"$36,590"
2019 Volvo XC40,2019,"16,669 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/209/750/5/2bbbefcb.jpg?w=197&h=148&q=85&mode=1,Gray,"$36,590"
2019 Volvo XC40,2019,"24,074 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/945/8/bdf8156e.jpg?w=197&h=148&q=85&mode=1,White,"$36,590"
2019 Volvo XC40,2019,"15,349 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/695/340/4/7614774c.jpg?w=197&h=148&q=85&mode=1,Gray,"$36,990"
2019 Volvo XC60,2019,"17,186 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/124/1/b19f5ad1.jpg?w=197&h=148&q=85&mode=1,Gray,"$36,990"
2019 Volvo XC40,2019,"17,283 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/666/438/4/094724e8.jpg?w=197&h=148&q=85&mode=1,Gray,"$36,990"
2019 Volvo XC40,2019,"20,821 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/818/993/6/cd2e643c.jpg?w=197&h=148&q=85&mode=1,Black,"$37,590"
2019 Volvo XC40,2019,"2,236 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/681/202/1/4c145e58.jpg?w=197&h=148&q=85&mode=1,Silver,"$38,590"
2019 Volvo XC40,2019,"20,576 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/318/383/9/85ee6076.jpg?w=197&h=148&q=85&mode=1,Black,"$39,990"
2019 Volvo XC90,2019,"13,893 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/148/2/52f1f00c.jpg?w=197&h=148&q=85&mode=1,Blue,"$41,590"
2019 Volvo S60,2019,"15,684 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/042/5/05c16a33.jpg?w=197&h=148&q=85&mode=1,Silver,"$42,990"
2019 Volvo V90,2019,"6,797 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/397/637/1/2280fcea.jpg?w=197&h=148&q=85&mode=1,White,"$51,990"
2018 Volvo S60,2018,"28,549 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/292/378/6/96fd857f.jpg?w=197&h=148&q=85&mode=1,White,"$22,590"
