model,year,mileage,image,color,cost
2017 Hyundai Santa Fe Sport,2017,"60,381 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/709/746/2/4f0c248d.jpg?w=197&h=148&q=85&mode=1,White,"$21,990"
2017 Hyundai Tucson,2017,"28,592 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/621/9/efde77b2.jpg?w=197&h=148&q=85&mode=1,Red,"$22,590"
2017 Hyundai Santa Fe Sport,2017,"25,100 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/048/9/1ba33fb0.jpg?w=197&h=148&q=85&mode=1,Black,"$23,590"
2017 Hyundai Santa Fe Sport,2017,"22,580 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/104/9/7bab79f5.jpg?w=197&h=148&q=85&mode=1,Silver,"$24,990"
2016 Hyundai Accent,2016,"58,864 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/545/5/655135d5.jpg?w=197&h=148&q=85&mode=1,Silver,"$10,990"
2016 Hyundai Accent,2016,"83,499 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/792/390/3/43e24623.jpg?w=197&h=148&q=85&mode=1,Gray,"$10,990"
2016 Hyundai Accent,2016,"63,230 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/081/3/d9c3434f.jpg?w=197&h=148&q=85&mode=1,Silver,"$11,590"
2016 Hyundai Elantra GT,2016,"71,660 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/655/5/491cdf18.jpg?w=197&h=148&q=85&mode=1,Gray,"$11,990"
2016 Hyundai Elantra,2016,"75,541 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/666/401/8/09b46b24.jpg?w=197&h=148&q=85&mode=1,Silver,"$11,990"
2016 Hyundai Elantra,2016,"43,201 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/759/734/8/163c5c7d.jpg?w=197&h=148&q=85&mode=1,Gray,"$12,590"
2016 Hyundai Elantra,2016,"46,543 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/318/336/5/c6f3ff5f.jpg?w=197&h=148&q=85&mode=1,White,"$12,590"
2016 Hyundai Sonata,2016,"73,780 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/816/2/c8b0c474.jpg?w=197&h=148&q=85&mode=1,Black,"$12,590"
2016 Hyundai Sonata,2016,"62,692 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/725/036/6/13785a79.jpg?w=197&h=148&q=85&mode=1,Silver,"$12,990"
2016 Hyundai Sonata,2016,"62,929 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/474/761/3/cac55ea6.jpg?w=197&h=148&q=85&mode=1,Blue,"$12,990"
2016 Hyundai Elantra,2016,"21,570 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/384/453/1/c2a012ca.jpg?w=197&h=148&q=85&mode=1,Silver,"$13,590"
2016 Hyundai Elantra GT,2016,"38,073 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/695/290/4/3da1f3e9.jpg?w=197&h=148&q=85&mode=1,White,"$13,590"
2016 Hyundai Elantra,2016,"38,654 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/652/3/8ab7b76e.jpg?w=197&h=148&q=85&mode=1,Red,"$13,590"
2016 Hyundai Elantra,2016,"40,292 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/596/837/3/d581612e.jpg?w=197&h=148&q=85&mode=1,White,"$13,590"
2016 Hyundai Elantra,2016,"74,181 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/615/9/9fb79d87.jpg?w=197&h=148&q=85&mode=1,Blue,"$13,590"
2016 Hyundai Sonata,2016,"84,950 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/653/782/6/80e122c2.jpg?w=197&h=148&q=85&mode=1,White,"$13,590"
2016 Hyundai Elantra,2016,"22,125 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/049/8/e0c7f1c4.jpg?w=197&h=148&q=85&mode=1,Blue,"$13,990"
2016 Hyundai Elantra,2016,"33,145 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/744/124/7/a48ceb9e.jpg?w=197&h=148&q=85&mode=1,Red,"$13,990"
2016 Hyundai Elantra,2016,"36,225 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/666/370/6/bf69c2c9.jpg?w=197&h=148&q=85&mode=1,Blue,"$13,990"
2016 Hyundai Sonata,2016,"46,184 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/792/399/2/5ec09fc0.jpg?w=197&h=148&q=85&mode=1,Gray,"$13,990"
2016 Hyundai Elantra,2016,"48,253 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/923/9/34ba3ed9.jpg?w=197&h=148&q=85&mode=1,Gray,"$13,990"
2016 Hyundai Sonata,2016,"57,303 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/514/547/7/7aa31ae2.jpg?w=197&h=148&q=85&mode=1,Red,"$13,990"
2016 Hyundai Elantra,2016,"14,411 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/759/664/4/9bfa6390.jpg?w=197&h=148&q=85&mode=1,Silver,"$14,590"
2016 Hyundai Elantra GT,2016,"16,043 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/672/1/1e286cd0.jpg?w=197&h=148&q=85&mode=1,Black,"$14,990"
2016 Hyundai Veloster,2016,"47,536 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/744/173/9/84b776bc.jpg?w=197&h=148&q=85&mode=1,Gray,"$14,990"
2016 Hyundai Veloster,2016,"40,009 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/941/1/495d3bf5.jpg?w=197&h=148&q=85&mode=1,Silver,"$15,590"
2016 Hyundai Veloster,2016,"41,478 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/079/1/ad62a614.jpg?w=197&h=148&q=85&mode=1,Blue,"$15,590"
2016 Hyundai Veloster,2016,"19,273 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/003/8/d52875a9.jpg?w=197&h=148&q=85&mode=1,Blue,"$15,990"
2016 Hyundai Tucson,2016,"28,967 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/637/0/3104c529.jpg?w=197&h=148&q=85&mode=1,Brown,"$15,990"
2016 Hyundai Veloster,2016,"30,769 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/574/412/3/d3b68701.jpg?w=197&h=148&q=85&mode=1,Orange,"$15,990"
2016 Hyundai Veloster,2016,"23,358 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/653/883/3/af172cc8.jpg?w=197&h=148&q=85&mode=1,Gray,"$16,990"
2016 Hyundai Tucson,2016,"45,666 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/154/6/974b89d2.jpg?w=197&h=148&q=85&mode=1,Gray,"$16,990"
2016 Hyundai Santa Fe,2016,"65,970 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/105/9/fbb5d1bf.jpg?w=197&h=148&q=85&mode=1,Black,"$16,990"
2016 Hyundai Santa Fe Sport,2016,"96,100 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/814/1/a43359cc.jpg?w=197&h=148&q=85&mode=1,Black,"$16,990"
2016 Hyundai Sonata,2016,"32,842 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/924/6/3dfd186d.jpg?w=197&h=148&q=85&mode=1,Silver,"$17,590"
2016 Hyundai Sonata,2016,"44,947 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/086/2/e719dae8.jpg?w=197&h=148&q=85&mode=1,White,"$17,590"
2016 Hyundai Tucson,2016,"75,046 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/653/804/1/56603934.jpg?w=197&h=148&q=85&mode=1,Black,"$18,590"
2016 Hyundai Sonata,2016,"17,415 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/972/3/f7cb92da.jpg?w=197&h=148&q=85&mode=1,Gray,"$18,990"
2016 Hyundai Genesis,2016,"74,302 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/384/448/6/93db1901.jpg?w=197&h=148&q=85&mode=1,Silver,"$20,990"
2015 Hyundai Accent,2015,"98,798 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/055/1/b3b57e61.jpg?w=197&h=148&q=85&mode=1,Orange,"$10,590"
2015 Hyundai Accent,2015,"63,051 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/665/3/d92b9539.jpg?w=197&h=148&q=85&mode=1,Red,"$10,990"
2015 Hyundai Sonata,2015,"87,706 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/514/480/2/52e7c54d.jpg?w=197&h=148&q=85&mode=1,Silver,"$11,590"
2015 Hyundai Elantra,2015,"95,185 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/331/523/4/5343cc48.jpg?w=197&h=148&q=85&mode=1,Silver,"$11,590"
2015 Hyundai Sonata,2015,"75,027 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/643/3/a015c26f.jpg?w=197&h=148&q=85&mode=1,Silver,"$11,990"
2015 Hyundai Elantra,2015,"41,749 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/095/9/7295d310.jpg?w=197&h=148&q=85&mode=1,Red,"$12,000"
2015 Hyundai Sonata,2015,"61,042 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/596/944/3/3276a2c3.jpg?w=197&h=148&q=85&mode=1,White,"$12,590"
2015 Hyundai Elantra,2015,"63,443 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/695/353/6/3452dc2f.jpg?w=197&h=148&q=85&mode=1,White,"$12,990"
2015 Hyundai Veloster,2015,"95,066 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/023/7/d28dc8c3.jpg?w=197&h=148&q=85&mode=1,Blue,"$12,990"
2015 Hyundai Sonata,2015,"90,926 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/235/947/1/e686dca7.jpg?w=197&h=148&q=85&mode=1,White,"$13,590"
2015 Hyundai Sonata,2015,"36,358 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/818/985/3/29b35745.jpg?w=197&h=148&q=85&mode=1,Blue,"$13,990"
2015 Hyundai Sonata,2015,"60,549 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/596/967/5/83a13aa8.jpg?w=197&h=148&q=85&mode=1,Silver,"$13,990"
2015 Hyundai Sonata,2015,"93,398 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/106/5/d53555c1.jpg?w=197&h=148&q=85&mode=1,Red,"$13,990"
